"STATION","DATE","PRCP","SNOW","TMAX","TSUN","WSFG"
"USW00094846","1958",,,,,
"USW00094846","1959","32.26","39.1","58.1",,
"USW00094846","1960","28.25","38.5","57.1",,
"USW00094846","1961","36.81","31.5","58.3",,
"USW00094846","1962","21.80","37.7","57.8",,
"USW00094846","1963","25.29","41.7","58.2",,"54.1"
"USW00094846","1964","29.77","40.9","59.8",,"72.5"
"USW00094846","1965","39.11","54.8","57.7",,"68.9"
"USW00094846","1966","32.04","31.1","58.7",,"49.4"
"USW00094846","1967","35.30","70.8","56.9",,"63.3"
"USW00094846","1968","31.76","27.6","59.8",,"55.3"
"USW00094846","1969","34.45","32.1","57.8",,"48.3"
"USW00094846","1970","43.43","38.0","58.6",,"54.1"
"USW00094846","1971","27.59","21.7","60.5",,"57.5"
"USW00094846","1972","45.51","47.8","56.0",,"52.8"
"USW00094846","1973","38.15","32.3","59.8",,"46.1"
"USW00094846","1974","35.41","29.0","58.2",,"55.3"
"USW00094846","1975","39.66","40.6","59.6",,"57.5"
"USW00094846","1976","26.58","23.1","59.0",,"48.3"
"USW00094846","1977","32.58","34.2","59.8",,"63.3"
"USW00094846","1978","37.38","75.0","56.8",,"51.7"
"USW00094846","1979","37.12","48.1","57.5",,"66.7"
"USW00094846","1980","38.69","51.5","58.0",,"75.8"
"USW00094846","1981","39.23","28.8","58.6","   145656","50.6"
"USW00094846","1982","44.70","53.4","57.7","   139410","62.2"
"USW00094846","1983","49.37","41.7","58.2","   152376",
"USW00094846","1984","34.04","38.2","58.2","   141808","68.9"
"USW00094846","1985","40.12","38.9","56.8",,
"USW00094846","1986","31.78","27.1","58.8","   149323","52.8"
"USW00094846","1987","41.39","41.8","61.6","   153754",
"USW00094846","1988","33.37","28.9","60.1","   177343",
"USW00094846","1989","29.50","34.5","57.6","   146641","57.5"
"USW00094846","1990","43.15","21.5","60.7","   147860","63.3"
"USW00094846","1991","35.05","29.2","60.8","   134509","83.9"
"USW00094846","1992","30.15","25.9","57.6","   129145","57.5"
"USW00094846","1993","44.96","42.2","57.1","   143302","55.3"
"USW00094846","1994","29.58","47.4","59.4","   162666","62.2"
"USW00094846","1995","32.91","30.9","58.9","   146008","52.8"
"USW00094846","1996","30.74",,"56.2",,
"USW00094846","1997","31.75",,"57.1",,
"USW00094846","1998","37.56",,"62.0",,
"USW00094846","1999","38.28","53.2","60.7",,
"USW00094846","2000","33.40","57.9","58.8",,
"USW00094846","2001","45.81","10.0","59.6",,
"USW00094846","2002","33.96","42.3","59.6",,
"USW00094846","2003","32.04","17.5","58.2",,
"USW00094846","2004","31.59","29.1","58.9",,
"USW00094846","2005","24.11","46.1","60.5",,
"USW00094846","2006","41.98","20.2","60.5",,
"USW00094846","2007","35.83","47.1","59.9",,
"USW00094846","2008","50.89","65.2","57.6",,
"USW00094846","2009","42.60","51.0","57.2",,
"USW00094846","2010","37.64","49.7","60.0",,
"USW00094846","2011","49.86","43.0","58.9",,
"USW00094846","2012","26.94","19.1","63.8",,
"USW00094846","2013","42.13","44.5","57.9",,
"USW00094846","2014","39.50","70.0","56.4",,
"USW00094846","2015","39.88","63.5","58.9",,
"USW00094846","2016","36.00","33.3","60.7",,
"USW00094846","2017","43.13","13.9","61.3",,
"USW00094846","2018","49.25","44.8","59.1",,
"USW00094846","2019","49.59","45.9","57.9",,
"USW00094846","2020","39.24","28.0","61.7",,
"USW00094846","2021","30.19","47.2","61.5",,
"USW00094846","2022","32.03","35.4","59.7",,
"USW00094846","2023","33.76","19.8","62.4",,
"USW00094846","2024",,,,,
"USW00023009","1949","14.85","16.5","74.4",,"64.0"
"USW00023009","1950","10.94","0.0","78.5",,"59.9"
"USW00023009","1951","8.72","6.5","76.8",,"57.9"
"USW00023009","1952","6.24","5.0","75.9",,"57.0"
"USW00023009","1953","5.64","3.4","77.3",,"59.9"
"USW00023009","1954","13.05","7.4","78.1",,"59.9"
"USW00023009","1955","9.65","1.4","75.6",,"57.5"
"USW00023009","1956","4.56","12.7","77.1",,"62.2"
"USW00023009","1957","8.46","1.0","74.5",,
"USW00023009","1958","18.65","6.6","73.7",,"57.5"
"USW00023009","1959","9.28","2.3","75.1",,
"USW00023009","1960","14.49","19.0","73.5",,"86.3"
"USW00023009","1961","8.05","11.2","73.7",,
"USW00023009","1962","9.32","3.4","75.1",,
"USW00023009","1963","6.28","9.3","75.1",,
"USW00023009","1964","5.30","8.2","74.2",,"65.5"
"USW00023009","1965","8.19","5.6","74.4",,"59.7"
"USW00023009","1966","9.05","2.6","72.7",,"64.4"
"USW00023009","1973","11.61","15.9","74.0",,
"USW00023009","1974","18.66","2.6","74.2",,
"USW00023009","1975","9.61","6.9","74.3","   197976","88.6"
"USW00023009","1976","11.57","11.9","74.9","   224988","52.8"
"USW00023009","1977","10.96","1.7","78.2","   231924","62.2"
"USW00023009","1978","18.26","14.4","73.8",,"77.0"
"USW00023009","1979","8.56","11.3","73.2","   187200","52.8"
"USW00023009","1980","13.20","27.1","74.2","   159006","52.8"
"USW00023009","1981","24.33","5.3","75.1","   187050","49.4"
"USW00023009","1982","9.05","25.7","73.4",,
"USW00023009","1983","10.04","12.1","73.6",,
"USW00023009","1984","18.76","10.7","72.6",,
"USW00023009","1985","14.55","3.3","74.6",,
"USW00023009","1986","24.81","14.2","74.9",,
"USW00023009","1987","16.23","30.0","74.2",,
"USW00023009","1988","13.78","21.2","75.5",,
"USW00023009","1989","6.08","5.5","77.7",,
"USW00023009","1990","7.48","5.2","77.0",,
"USW00023009","1991","21.05","6.0","74.9",,
"USW00023009","1992","13.29","9.4","75.6",,
"USW00023009","1993","10.37","1.8","76.4",,
"USW00023009","1994","10.78","1.5","77.9",,
"USW00023009","1995","8.46","2.7","77.7",,
"USW00023009","1996","14.20",,"78.0",,
"USW00023009","1997","18.60",,"73.3",,
"USW00023009","1998","11.75",,"76.9",,
"USW00023009","1999","14.22",,"77.2",,
"USW00023009","2000","8.20",,"77.8",,
"USW00023009","2001","8.68",,"76.9",,
"USW00023009","2002","12.86",,"76.1",,
"USW00023009","2003","2.91",,"78.0",,
"USW00023009","2004","16.48",,"73.8",,
"USW00023009","2005","10.63","6.8","76.5",,
"USW00023009","2006","11.50","6.5","77.6",,
"USW00023009","2007","12.55","21.7","75.7",,
"USW00023009","2008","12.11","3.0","77.3",,
"USW00023009","2009","8.57","8.2","77.3",,
"USW00023009","2010","15.20","10.4","76.5",,
"USW00023009","2011","5.57","18.0","79.3",,
"USW00023009","2012","6.21","0.8","80.3",,
"USW00023009","2013","9.48","6.7","76.7",,
"USW00023009","2014","18.02","3.5","76.4",,
"USW00023009","2015","18.02","29.7","76.6",,
"USW00023009","2016","10.65","1.0","78.3",,
"USW00023009","2017","11.18","2.5","79.7",,
"USW00023009","2018","9.71","5.8","78.3",,
"USW00023009","2019","11.34","0.5","78.4",,
"USW00023009","2020","6.19","9.3","80.3",,
"USW00023009","2021","15.79","6.0","78.6",,
"USW00023009","2022","10.09","1.6","78.4",,
"USW00023009","2023","5.59","2.2","80.7",,
"USW00023009","2024",,,,,
"USW00014933","1945",,,,,
"USW00014933","1946","30.96","14.1","61.9",,
"USW00014933","1947","37.51","25.9","59.3",,
"USW00014933","1948","29.89","34.6","60.5",,
"USW00014933","1949","23.41","28.7","60.5",,
"USW00014933","1950","24.80","37.7","57.6",,
"USW00014933","1951","38.06","36.4","56.0",,
"USW00014933","1952","31.84","32.0","60.1",,
"USW00014933","1953","20.04","23.5","62.3",,
"USW00014933","1954","36.24","15.3","61.9",,
"USW00014933","1955","22.04","26.0","60.9",,
"USW00014933","1956","17.09","24.3","61.5",,
"USW00014933","1957","28.31","42.2","59.3",,
"USW00014933","1958","28.85","22.4","59.0",,
"USW00014933","1959","36.33","47.0","58.7",,
"USW00014933","1960","35.23","50.6","58.1",,
"USW00014933","1961","42.89","58.2","58.2",,
"USW00014933","1962","27.06","43.6","58.1",,
"USW00014933","1963","28.39","36.3","58.6",,
"USW00014933","1964","28.45","23.7","59.5",,
"USW00014933","1965","33.98","34.8","58.5","   151422",
"USW00014933","1966","21.88","13.1","58.9","   174708",
"USW00014933","1967","21.83","13.5","58.9","   161124",
"USW00014933","1968","28.31","29.6","59.1","   159258",
"USW00014933","1969","32.44","34.0","57.6","   145074",
"USW00014933","1970","33.65","19.7","59.8","   172968","74.7"
"USW00014933","1971","28.34","48.6","59.8","   165324","66.7"
"USW00014933","1972","36.04","36.8","56.6","   142224","58.6"
"USW00014933","1973","45.21","44.7","60.1","   144618","66.7"
"USW00014933","1974","35.68","38.2","60.1","   160674","56.4"
"USW00014933","1975","31.65","49.0","60.0","   153366","58.6"
"USW00014933","1976","30.04","19.1","61.1","   180564","63.3"
"USW00014933","1977","37.17","39.5","61.9","   160116","52.8"
"USW00014933","1978","31.40","48.4","57.5","   159594","75.8"
"USW00014933","1979","31.86","38.1","57.5","   163470","72.5"
"USW00014933","1980","25.11","32.4","60.5","   160614","55.3"
"USW00014933","1981","31.31","24.6","62.0","   172074","56.4"
"USW00014933","1982","44.81","53.3","57.8","   152502","63.3"
"USW00014933","1983","41.19","76.3","59.8","   159456","57.5"
"USW00014933","1984","41.78","38.0","60.0","   160580","62.2"
"USW00014933","1985","28.52","45.3","58.1","   167044","59.7"
"USW00014933","1986","42.62","14.3","60.1","   169441","66.7"
"USW00014933","1987","36.99","26.5","63.2","   172489","58.6"
"USW00014933","1988","22.15","11.9","62.9","   188363","54.1"
"USW00014933","1989","29.19","26.6","59.5","   165583","65.5"
"USW00014933","1990","43.96","32.3","61.6","   160806","57.5"
"USW00014933","1991","39.82","26.5","61.3","   168973","49.4"
"USW00014933","1992","33.52","20.5","60.0","   155289","56.4"
"USW00014933","1993","55.93","30.9","56.7","   136983","82.8"
"USW00014933","1994","28.21","37.9","60.0","   164567","49.4"
"USW00014933","1995","31.76","31.0","59.0",,
"USW00014933","1996","38.80","34.3","56.4",,
"USW00014933","1997","31.82","55.9","58.2",,
"USW00014933","1998","39.46","30.8","61.0",,
"USW00014933","1999","29.35","44.4","61.6",,
"USW00014933","2000","28.11","47.8","60.8",,
"USW00014933","2001","29.76","23.6","60.6",,
"USW00014933","2002","29.09","16.6","61.3",,
"USW00014933","2003","31.42","38.5","60.4",,
"USW00014933","2004","33.61","40.0","60.0",,
"USW00014933","2005","28.06","32.9","62.0",,
"USW00014933","2006","33.39","11.1","63.0","   159721",
"USW00014933","2007","41.71","56.8","60.5","   153885",
"USW00014933","2008","49.46","55.5","57.9","   162234",
"USW00014933","2009","38.83","55.0","59.6",,
"USW00014933","2010","51.81","49.6","60.9",,
"USW00014933","2011","37.22","34.4","61.5",,
"USW00014933","2012","26.32","30.9","66.6",,
"USW00014933","2013","32.01","54.8","60.3",,
"USW00014933","2014","42.01","41.1","59.1",,
"USW00014933","2015","44.65","36.2","62.6",,
"USW00014933","2016","34.54","19.4","64.0",,
"USW00014933","2017","30.26","17.2","63.8",,
"USW00014933","2018","42.05","27.2","60.2",,
"USW00014933","2019","49.39","54.6","58.9",,
"USW00014933","2020","34.40","48.0","61.4",,
"USW00014933","2021","28.91","36.0","62.5",,
"USW00014933","2022","30.62","44.4","60.8",,
"USW00014933","2023","24.96","25.9","63.8",,
"USW00014933","2024",,,,,
"USW00013964","1946","57.90","3.1","74.4",,
"USW00013964","1947","35.17","1.3","72.9",,
"USW00013964","1948","31.48","6.1","72.2",,
"USW00013964","1949","46.42","1.5","73.0",,
"USW00013964","1950","39.30","1.3","71.5",,
"USW00013964","1951","57.87","5.1","71.9",,
"USW00013964","1952","32.15","7.6","74.1",,
"USW00013964","1953","40.90","0.6","74.6",,
"USW00013964","1954","30.59","6.3","76.4",,
"USW00013964","1955","31.48","6.9","73.5",,
"USW00013964","1956","30.68","3.9","74.7",,
"USW00013964","1957","60.79","0.0","71.9",,
"USW00013964","1958","48.78","12.2","70.7",,
"USW00013964","1959","46.38","1.8","72.0",,
"USW00013964","1960","40.53","19.5","71.4",,
"USW00013964","1961","46.71","6.9","71.0",,
"USW00013964","1962","35.75","3.9","72.8",,
"USW00013964","1963","27.11","4.0","74.4",,
"USW00013964","1964","39.66","0.8","74.9",,
"USW00013964","1965","30.90","0.1","74.3","   169044",
"USW00013964","1966","31.61","8.7","72.2","   161178",
"USW00013964","1967","37.54","6.1","73.1","   158952",
"USW00013964","1968","51.76","8.7","71.8","   167196",
"USW00013964","1969","38.31","6.1","72.2","   167394",
"USW00013964","1970","42.24","5.4","72.8","   165120",
"USW00013964","1971","42.27","6.7","72.7","   168516",
"USW00013964","1972","33.59","3.2","71.3","   168150","59.7"
"USW00013964","1973","57.38","6.2","71.2","   153678","51.7"
"USW00013964","1974","44.69","2.3","71.2","   156624","71.4"
"USW00013964","1975","44.51","17.6","70.6","   167898","65.5"
"USW00013964","1976","33.57","4.7","71.0","   173574","56.4"
"USW00013964","1977","32.30","13.0","72.9","   162468","51.7"
"USW00013964","1978","31.53","21.8","71.2","   166818","48.3"
"USW00013964","1979","49.79","16.1","68.4","   160980","42.5"
"USW00013964","1980","26.46","3.5","73.4","   185226","68.9"
"USW00013964","1981","40.55","3.2","71.6","   166482",
"USW00013964","1982","48.01","13.3","70.9","   168024",
"USW00013964","1983","35.09","1.9","70.0","   161826","57.5"
"USW00013964","1984","53.08","7.2","71.5","   173976","75.8"
"USW00013964","1985","50.04","15.1","71.3","   169582","71.4"
"USW00013964","1986","37.68","6.1","73.7","   155192","68.9"
"USW00013964","1987","42.77","3.9","74.1","   176890","54.1"
"USW00013964","1988","35.04","15.8","74.8","   181758","59.7"
"USW00013964","1989","47.44","4.3","72.1","   168710","85.0"
"USW00013964","1990","61.22","5.3","75.1","   161780","62.2"
"USW00013964","1991","46.26","0.0","73.1","   162476","59.7"
"USW00013964","1992","48.68","0.0","71.7","   163788","67.8"
"USW00013964","1993","47.57","0.2","71.0","   140728","55.3"
"USW00013964","1994","60.24","5.7","72.2","   167139",
"USW00013964","1995","39.81","5.4","71.8",,
"USW00013964","1996","57.03","0.5","70.8",,
"USW00013964","1997","40.90","3.2","71.2",,
"USW00013964","1998","43.96",,"74.7",,
"USW00013964","1999","44.13","0.6","75.2",,
"USW00013964","2000","38.87","15.2","73.0",,
"USW00013964","2001","40.61","0.4","73.5",,
"USW00013964","2002","43.62",,"72.0",,
"USW00013964","2003","30.24",,"72.6",,
"USW00013964","2004","50.09","1.5","72.7",,
"USW00013964","2005","30.72",,"74.9",,
"USW00013964","2006","50.28",,"75.9",,
"USW00013964","2007","45.95",,"73.1",,
"USW00013964","2008","61.03",,"72.1",,
"USW00013964","2009","56.48",,"71.4",,
"USW00013964","2010","35.28",,"73.5",,
"USW00013964","2011","46.57",,"75.9",,
"USW00013964","2012","33.96",,"78.0",,
"USW00013964","2013","47.07",,"72.6",,
"USW00013964","2014","42.15","5.7","71.6",,
"USW00013964","2015","73.94","6.6","73.5",,
"USW00013964","2016","31.24","0.0","75.6",,
"USW00013964","2017","47.98","2.0","75.6",,
"USW00013964","2018","54.19","0.0","73.2",,
"USW00013964","2019","67.52","1.0","73.0",,
"USW00013964","2020","61.65","1.0","73.3",,
"USW00013964","2021","50.62","6.0","74.0",,
"USW00013964","2022","56.02","6.5","74.7",,
"USW00013964","2023","45.31","4.0","75.9",,
"USW00013964","2024",,,,,
"USW00014898","1887","32.58","119.8","51.9",,
"USW00014898","1888","35.43","110.3","49.9",,
"USW00014898","1889","32.58","87.2",,,
"USW00014898","1890","36.25","84.2","52.5",,
"USW00014898","1891","26.03","60.7",,,
"USW00014898","1892","33.02","60.2","51.0",,
"USW00014898","1893","32.98","88.1","51.3",,
"USW00014898","1894","35.88","44.4","55.4",,
"USW00014898","1895","21.05","39.8","53.8",,
"USW00014898","1896","33.12","44.3","54.0",,
"USW00014898","1897","34.17","48.4","53.5",,
"USW00014898","1898","29.11","39.8","53.9",,
"USW00014898","1899","25.79","36.7","53.0",,
"USW00014898","1900","32.80","44.6","54.5",,
"USW00014898","1901","26.48","43.9","53.1",,
"USW00014898","1902","27.64","29.8","53.9",,
"USW00014898","1903","28.94","34.7","52.2",,
"USW00014898","1904","30.66","58.7","50.3",,
"USW00014898","1905","31.92","43.1","51.7",,
"USW00014898","1906","37.94","41.5","53.7",,
"USW00014898","1907","27.33","48.0","51.3",,
"USW00014898","1908","21.93","52.1","54.9",,
"USW00014898","1909","26.79","69.5","52.8",,
"USW00014898","1910","29.18","53.4","54.1",,
"USW00014898","1911","30.73","45.7","53.9",,
"USW00014898","1912","33.35","23.7","50.4",,
"USW00014898","1913","30.86","41.8","53.2",,
"USW00014898","1914","38.06","37.2","52.7",,
"USW00014898","1915","27.76","29.7","52.4",,
"USW00014898","1916","34.21","54.0","51.4",,
"USW00014898","1917","22.30","45.8","48.2",,
"USW00014898","1918","31.59","58.9","52.6",,
"USW00014898","1919","26.97","30.4","53.2",,
"USW00014898","1920","28.78","48.2","52.4",,
"USW00014898","1921","26.10","37.1","56.2",,
"USW00014898","1922","34.52","33.4","53.2",,
"USW00014898","1923","24.16","83.6","52.8",,
"USW00014898","1924","30.65","57.3","50.0",,
"USW00014898","1925","24.33","25.4","52.7",,
"USW00014898","1926","31.29","63.9","50.6",,
"USW00014898","1927","25.34","43.9","52.5",,
"USW00014898","1928","29.07","42.2","52.5",,
"USW00014898","1929","27.60","75.5","50.8",,
"USW00014898","1930","16.34","29.4","54.6",,
"USW00014898","1931","27.87","33.0","57.5",,
"USW00014898","1932","19.51","41.3","53.9",,
"USW00014898","1933","26.48","45.0","54.5",,
"USW00014898","1934","29.02","37.9","54.3",,
"USW00014898","1935","24.25","52.3","52.3",,
"USW00014898","1936","18.48","50.8","52.7",,
"USW00014898","1937","23.84","30.4","53.3",,
"USW00014898","1938","29.07","39.5","54.9",,
"USW00014898","1939","23.12","26.6","55.0",,
"USW00014898","1940","31.55","53.6","51.8",,
"USW00014898","1941","26.44","46.3","55.5",,
"USW00014898","1942","30.11","45.7","53.2",,
"USW00014898","1943","24.20","45.5","52.4",,
"USW00014898","1944","27.11","36.8","54.4",,
"USW00014898","1945","31.29","49.6","52.5",,
"USW00014898","1946","25.55","32.8","55.9",,
"USW00014898","1947","29.97","39.8","53.5",,
"USW00014898","1948","23.47","30.1","54.8",,
"USW00014898","1949","25.96","54.1","55.7",,
"USW00014898","1950","30.13","54.7","50.9",,
"USW00014898","1951","33.41","53.5","50.8",,
"USW00014898","1952","22.02","47.4","54.9",,
"USW00014898","1953","24.87","33.3","56.0",,
"USW00014898","1954","31.27","30.2","54.0",,
"USW00014898","1955","23.61","33.5","54.9",,
"USW00014898","1956","27.30","43.4","52.8",,
"USW00014898","1957","27.19","26.9","53.0",,
"USW00014898","1958","18.46","17.6","53.6",,
"USW00014898","1959","32.56","79.2","52.5",,
"USW00014898","1960","28.31","19.7","52.8",,
"USW00014898","1961","30.76","38.7","54.0",,
"USW00014898","1962","27.49","58.1","52.9",,
"USW00014898","1963","20.02","35.7","54.0",,
"USW00014898","1964","28.18","27.9","54.9",,
"USW00014898","1965","32.61","44.5","52.9","   132408",
"USW00014898","1966","21.66","36.0","53.5","   145080",
"USW00014898","1967","30.60","37.8","52.5","   134544",
"USW00014898","1968","29.98","42.7","54.7","   141528",
"USW00014898","1969","27.89","32.8","52.2","   144384",
"USW00014898","1970","28.83","38.2","53.7","   140958",
"USW00014898","1971","28.46","72.7","53.7","   138624",
"USW00014898","1972","27.30","63.0","52.1","   141060",
"USW00014898","1973","34.90","35.9","55.7","   139398",
"USW00014898","1974","28.35","48.0","52.8","   131250",
"USW00014898","1975","35.51","55.2","54.0","   129282","68.9"
"USW00014898","1976","17.89","64.6","53.7","   164970","70.2"
"USW00014898","1977","28.14","81.2","54.4","   163098","54.1"
"USW00014898","1978","33.35","51.5","51.9","   159138","55.3"
"USW00014898","1979","31.39","54.7","51.4","   148986","57.5"
"USW00014898","1980","28.60","48.5","52.9","   172788","59.7"
"USW00014898","1981","23.83","27.4","54.3","   163704","42.5"
"USW00014898","1982","29.19","42.9","52.1","   154530","67.8"
"USW00014898","1983","30.43","55.8","52.6","   162972","51.7"
"USW00014898","1984","36.24","36.7","53.6","   154276","51.7"
"USW00014898","1985","38.38","92.1","52.5","   144517","52.8"
"USW00014898","1986","31.35","38.5","53.8","   154702","43.6"
"USW00014898","1987","23.19","39.6","57.3","   151295",
"USW00014898","1988","24.06","49.0","55.3","   194608","56.4"
"USW00014898","1989","20.44","53.1","53.0","   173275",
"USW00014898","1990","36.69","55.5","56.0","   141310","55.3"
"USW00014898","1991","26.58","48.0","55.2","   162415","44.7"
"USW00014898","1992","30.33","48.8","53.4","   117745","40.3"
"USW00014898","1993","33.84","35.4","53.0","   115531","49.4"
"USW00014898","1994","29.83","63.7","55.0","   144814","54.1"
"USW00014898","1995","30.47","53.9","54.5","   147711","49.4"
"USW00014898","1996","25.46","72.5","51.8","   175248",
"USW00014898","1997","27.40","61.1","52.7","   141906",
"USW00014898","1998","28.79","44.8","57.9","   138653",
"USW00014898","1999","24.80","33.2","56.5","   159981",
"USW00014898","2000","31.28","68.0","54.1",,
"USW00014898","2001","27.74","21.9","56.0",,
"USW00014898","2002","27.99","51.2","54.9",,
"USW00014898","2003","31.04","35.8","53.6",,
"USW00014898","2004","33.21","56.8","54.5",,
"USW00014898","2005","26.23","57.9","55.9",,
"USW00014898","2006","30.71","27.2","56.7","   165274",
"USW00014898","2007","27.19","68.4","56.4","   186262",
"USW00014898","2008","33.32","115.2","53.5","   177800",
"USW00014898","2009","27.70","56.3","53.0",,
"USW00014898","2010","38.19","51.6","56.1",,
"USW00014898","2011","37.90","75.1","54.2",,
"USW00014898","2012","31.58","51.2","59.4",,
"USW00014898","2013","35.19","77.6","53.1",,
"USW00014898","2014","32.17","56.3","51.2",,
"USW00014898","2015","32.91","35.1","56.2",,
"USW00014898","2016","33.13","60.3","56.9",,
"USW00014898","2017","32.01","42.0","56.0",,
"USW00014898","2018","39.26","67.6","54.6",,
"USW00014898","2019","48.65","88.6","53.2",,
"USW00014898","2020","34.05","45.3","56.0",,
"USW00014898","2021","29.59","43.2","57.6",,
"USW00014898","2022","33.57","38.1","55.7",,
"USW00014898","2023","27.67","67.8","57.8",,
"USW00014898","2024",,,,,
"USW00013963","1939","57.34","0.6","74.7",,
"USW00013963","1940","37.91","7.5","70.5",,
"USW00013963","1941","46.17","2.7","72.5",,
"USW00013963","1942",,,"71.9",,
"USW00013963","1943","34.55","3.0","73.3",,
"USW00013963","1944","48.83","5.5","72.9",,
"USW00013963","1945","63.29","2.3","70.8",,
"USW00013963","1946","55.14","5.4","73.2",,
"USW00013963","1947","43.37","2.5","71.7",,
"USW00013963","1948","46.63","4.8","71.5",,
"USW00013963","1949","60.52","3.0","72.4",,
"USW00013963","1950","62.87","3.6","71.1",,
"USW00013963","1951","46.44","3.7","71.9",,
"USW00013963","1952","43.58","1.6","73.5",,
"USW00013963","1953","43.17","0.0","74.9",,
"USW00013963","1954","37.84","4.0","76.1",,
"USW00013963","1955","42.63","2.3","73.2",,
"USW00013963","1956","52.35","2.8","74.0",,
"USW00013963","1957","70.63","0.8","71.8",,
"USW00013963","1958","55.28","9.4","70.2",,
"USW00013963","1959","53.61","0.2","71.8",,
"USW00013963","1960","45.45","32.6","70.6",,
"USW00013963","1961","44.52","0.0","72.0",,
"USW00013963","1962","46.90","7.5","73.0",,
"USW00013963","1963","28.28","10.9","74.2",,
"USW00013963","1964","46.26","0.2","74.4",,
"USW00013963","1965","38.94","7.2","73.9","   166260",
"USW00013963","1966","47.65","21.8","71.8","   159264",
"USW00013963","1967","50.77","2.7","71.7","   174870",
"USW00013963","1968","60.67","5.2","70.4","   179754",
"USW00013963","1969","49.13","2.3","72.0","   183612",
"USW00013963","1970","43.10","4.0","72.4","   163710",
"USW00013963","1971","48.57","13.1","73.1","   185604","63.3"
"USW00013963","1972","45.04","1.1","73.1","   189714","56.4"
"USW00013963","1973","74.42","2.6","72.4","   199554",
"USW00013963","1974","57.99","0.3","72.4","   188754","59.7"
"USW00013963","1975","45.11","5.4","72.1",,"47.2"
"USW00013963","1976","43.04","1.0","71.7",,
"USW00013963","1977","47.27","3.8","72.9",,
"USW00013963","1978","64.87","13.4","71.4",,
"USW00013963","1979","64.50","11.2","70.4",,
"USW00013963","1980","38.23","3.2","73.9",,
"USW00013963","1981","45.80","0.0","72.7",,
"USW00013963","1982","61.33","11.3","71.9",,
"USW00013963","1983","45.11","0.8","70.2",,
"USW00013963","1984","63.98","6.2","71.3",,
"USW00013963","1985","49.04","11.3","71.7",,
"USW00013963","1986","47.70","1.5","73.7",,
"USW00013963","1987","62.44","1.8","74.2",,
"USW00013963","1988","48.24","16.1","72.9",,
"USW00013963","1989","49.27","3.0","71.3",,
"USW00013963","1990","67.17","0.0","75.0",,
"USW00013963","1991","59.76","0.0","73.0",,
"USW00013963","1992","41.95","0.0","72.2",,
"USW00013963","1993","43.78","0.0","71.9",,
"USW00013963","1994","53.44","0.8","72.6",,
"USW00013963","1995","37.04","8.1","73.6",,
"USW00013963","1996","47.11","1.3","72.3",,
"USW00013963","1997","49.78","4.7","72.1",,
"USW00013963","1998","41.69","0.0","75.4",,
"USW00013963","1999","42.26","0.0","74.7",,
"USW00013963","2000","41.83","8.0","72.8",,
"USW00013963","2001","47.61","0.0","72.8",,
"USW00013963","2002","46.63","5.0","71.7",,
"USW00013963","2003","39.50",,"72.1",,
"USW00013963","2004","56.08","5.7","72.4",,
"USW00013963","2005","34.57","0.6","74.7",,
"USW00013963","2006","48.76",,"75.3",,
"USW00013963","2007","44.44",,"74.3",,
"USW00013963","2008","58.18","2.6","72.4",,
"USW00013963","2009","81.84","0.2","71.8",,
"USW00013963","2010","36.53","8.7","74.7",,
"USW00013963","2011","60.23","16.2","74.6",,
"USW00013963","2012","42.27","10.9","76.9",,
"USW00013963","2013","52.81","1.7","72.1",,
"USW00013963","2014","48.14","5.1","71.2",,
"USW00013963","2015","61.26","11.0","74.2",,
"USW00013963","2016","56.14","5.7","75.3",,
"USW00013963","2017","47.30","0.2","74.0",,
"USW00013963","2018","71.44","1.9","72.3",,
"USW00013963","2019","60.49","0.0","72.5",,
"USW00013963","2020","60.09","0.0","72.2",,
"USW00013963","2021","43.72","20.4","73.2",,
"USW00013963","2022","48.29","6.1","75.1",,
"USW00013963","2023","56.89","0.0","76.6",,
"USW00013963","2024",,,,,
"USW00014929","1893",,,"53.9",,
"USW00014929","1895","30.22",,"55.6",,
"USW00014929","1896","42.12",,"53.4",,
"USW00014929","1897","35.53",,"53.2",,
"USW00014929","1898",,,"56.6",,
"USW00014929","1899",,,"53.9",,
"USW00014929","1900",,,"57.1",,
"USW00014929","1901",,,"55.7",,
"USW00014929","1902",,,,,
"USW00014929","1903",,,"55.9",,
"USW00014929","1904","31.21",,"53.4",,
"USW00014929","1905","33.30",,"55.2",,
"USW00014929","1906",,,,,
"USW00014929","1907","19.50",,"53.6",,
"USW00014929","1908","33.00",,"56.6",,
"USW00014929","1909",,,,,
"USW00014929","1910",,,,,
"USW00014929","1911","28.81",,,,
"USW00014929","1912",,,,,
"USW00014929","1913",,,"57.6",,
"USW00014929","1914","26.93",,"56.1",,
"USW00014929","1915",,,"54.0",,
"USW00014929","1916",,,"51.9",,
"USW00014929","1917","18.92",,"50.7",,
"USW00014929","1918",,,"54.8",,
"USW00014929","1919",,,"53.7",,
"USW00014929","1920",,,"54.9",,
"USW00014929","1921","24.02",,"59.1",,
"USW00014929","1922","20.76",,"56.8",,
"USW00014929","1923","23.81",,"57.1",,
"USW00014929","1924","22.56",,"54.7",,
"USW00014929","1925",,,"57.1",,
"USW00014929","1926","21.71",,"57.9",,
"USW00014929","1927",,,,,
"USW00014929","1928","18.80",,"57.6",,
"USW00014929","1929","20.49",,"54.1",,
