"STATION","DATE","PRCP","SNOW","TMAX","TSUN","WSFG"
"USC00425654","1986","9.37","40.8","66.5","   188058","62.2"
"USC00425654","1987","10.28","52.4","64.9","   183649","57.5"
"USC00425654","1988","8.45","50.7","64.3","   197199","63.3"
"USC00425654","1989",,,,,
"USC00425654","1990","11.41","35.3","67.5",,
"USC00425654","1991",,,,,
"USC00425654","1992",,,,,
"USC00425654","1993",,,,,
"USC00425654","1995",,,,,
"USC00425654","1996","8.72","17.7","70.3",,
"USC00425654","1997","11.80",,,,
"USC00425654","1998","13.40","0.0",,,
"USC00425654","1999","6.13","0.0","70.3",,
"USC00425654","2000",,,,,
"USC00425654","2001","7.27","18.0",,,
"USC00425654","2002","7.15","0.0",,,
"USC00425654","2003","6.40","0.5",,,
"USC00425654","2004","15.22","0.0",,,
"USC00425654","2005",,"1.0",,,
"USC00425654","2008","9.54","33.3",,,
"USC00425654","2009","5.86","28.7",,,
"USC00425654","2010","15.00","68.1",,,
"USC00425654","2011","11.14","24.3",,,
"USC00425654","2012","8.13","33.5",,,
"USC00425654","2013","7.75","31.7",,,
"USC00425654","2015","12.86","47.9",,,
"USC00425654","2017",,"27.5",,,
"USC00425654","2021","12.35","44.0",,,
"USC00425654","2022",,"18.9",,,
"USC00425654","2023","18.75","50.2",,,
"USW00093817","1948","42.25","18.1","66.6",,
"USW00093817","1949","53.56","8.9","67.3",,
"USW00093817","1950","63.19","8.2","64.8",,
"USW00093817","1951","51.39","24.2","65.4",,
"USW00093817","1952","37.37","11.8","68.2",,
"USW00093817","1953","29.66","7.7","69.4",,
"USW00093817","1954","33.89","8.3","69.0",,
"USW00093817","1955","40.55","6.5","67.6",,
"USW00093817","1956","34.35","8.6","67.8",,
"USW00093817","1957","53.70","2.4","66.5",,
"USW00093817","1958","42.22","16.3","64.0",,
"USW00093817","1959","45.12","1.9","66.7",,
"USW00093817","1960","34.49","36.5","64.7",,
"USW00093817","1961","47.39","19.3","66.3",,
"USW00093817","1962","40.92","6.5","66.3",,
"USW00093817","1963","27.89","12.2","67.2",,
"USW00093817","1964","38.37","9.2","68.6",,
"USW00093817","1965","35.06","16.7","67.2","   163008",
"USW00093817","1966","36.54","17.2","65.4","   155616",
"USW00093817","1967","43.19","13.3","65.6","   153870",
"USW00093817","1968","43.24","17.8","65.3","   163872",
"USW00093817","1969","49.25","21.9","64.6","   158418",
"USW00093817","1970","45.96","28.7","65.1","   151950",
"USW00093817","1971","40.24","25.4","67.3","   171192",
"USW00093817","1972","42.30","8.0","64.2","   155718",
"USW00093817","1973","46.21","12.9","66.9","   147924",
"USW00093817","1974","43.29","7.8","66.1","   156792","52.8"
"USW00093817","1975","51.02","19.1","66.5","   159852","71.4"
"USW00093817","1976","32.13","8.6","65.9","   183654","59.7"
"USW00093817","1977","50.11","27.9","66.4","   181824","60.8"
"USW00093817","1978","42.98","32.0","64.3","   172482","56.4"
"USW00093817","1979","52.23","23.7","63.6","   148302","60.8"
"USW00093817","1980","35.79","17.0","65.5","   169956","58.6"
"USW00093817","1981","43.37","3.6","66.1","   157212","55.3"
"USW00093817","1982","52.74","14.3","66.5","   147990","75.8"
"USW00093817","1983","48.50","5.8","66.5","   147444","46.1"
"USW00093817","1984","49.78","24.8","65.6","   139066","43.6"
"USW00093817","1985","45.91","22.5","65.4","   142369","49.4"
"USW00093817","1986","37.69","8.0","67.1","   159748","56.4"
"USW00093817","1987","34.55","8.9","68.6","   166005","68.9"
"USW00093817","1988","38.44","9.1","67.4","   184337","55.3"
"USW00093817","1989","47.35","7.6","65.7","   171827","54.1"
"USW00093817","1990","52.53","13.6","68.7","   156821","62.2"
"USW00093817","1991","32.72","3.2","67.9","   157362","50.6"
"USW00093817","1992","35.82","3.1","66.6","   140366","70.2"
"USW00093817","1993","45.86","28.3","65.9","   127338","52.8"
"USW00093817","1994","36.76","16.2","67.9","   139899",
"USW00093817","1995","46.48","7.7","68.2","   149837","73.6"
"USW00093817","1996","64.02",,"64.1",,
"USW00093817","1997","47.58",,"64.0",,
"USW00093817","1998","45.71","15.5","68.2",,
"USW00093817","1999","39.38","7.6","67.9",,
"USW00093817","2000","48.57","15.6","65.6",,
"USW00093817","2001","49.93","6.7","67.1",,
"USW00093817","2002","50.37","13.0","67.3",,
"USW00093817","2003","39.93",,"65.2",,
"USW00093817","2004","43.50","26.0","66.4",,
"USW00093817","2005","41.20","2.6","67.1",,
"USW00093817","2006","66.23","3.5","67.2",,
"USW00093817","2007","37.80","3.7","69.0",,
"USW00093817","2008","53.91","11.2","66.0",,
"USW00093817","2009","50.22","6.5","65.9",,
"USW00093817","2010","32.80","21.9","67.8",,
"USW00093817","2011","70.04","9.0","67.6",,
"USW00093817","2012","33.15","11.1","71.2",,
"USW00093817","2013","53.62","8.8","65.6",,
"USW00093817","2014","47.25","7.8","64.7",,
"USW00093817","2015","51.94","16.1","67.6",,
"USW00093817","2016","49.59","14.3","69.1",,
"USW00093817","2017","43.50","1.4","69.2",,
"USW00093817","2018","56.29","14.3","66.6",,
"USW00093817","2019","61.24","7.7","67.1",,
"USW00093817","2020","60.61","0.0","67.5",,
"USW00093817","2021",,"7.8","68.1",,
"USW00093817","2022","45.36","10.1","67.4",,
"USW00093817","2023","41.64","0.9","70.0",,
"USW00093817","2024",,,,,
"USW00013985","1909",,,,,
"USW00013985","1910",,,,,
"USW00013985","1911",,,,,
"USW00013985","1912",,,,,
"USW00013985","1913",,,,,
"USW00013985","1914",,,,,
"USW00013985","1915",,,,,
"USW00013985","1916","14.28",,,,
"USW00013985","1917","13.04",,,,
"USW00013985","1918","19.57",,,,
"USW00013985","1919","13.72",,,,
"USW00013985","1920","22.64",,,,
"USW00013985","1921",,,,,
"USW00013985","1922","23.44",,,,
"USW00013985","1923",,,,,
"USW00013985","1924","19.09",,,,
"USW00013985","1925","26.50",,,,
"USW00013985","1926","20.01",,,,
"USW00013985","1928","27.81",,,,
"USW00013985","1929","21.92",,,,
"USW00013985","1930","19.11",,,,
"USW00013985","1931","15.26","15.3",,,
"USW00013985","1932","17.73","20.4",,,
"USW00013985","1934","11.43","19.8",,,
"USW00013985","1935","15.09","4.0",,,
"USW00013985","1936","14.48",,,,
"USW00013985","1937",,,,,
"USW00013985","1938",,,,,
"USW00013985","1939","12.89",,,,
"USW00013985","1940","25.61",,,,
"USW00013985","1941",,,,,
"USW00013985","1943",,,,,
"USW00013985","1948","23.68","44.5","65.6",,
"USW00013985","1949","25.48","18.9","65.4",,
"USW00013985","1950","14.56","1.2","66.9",,
"USW00013985","1951","32.79","21.8","64.7",,
"USW00013985","1952","14.25","28.0","68.0",,
"USW00013985","1953","11.48","8.1","69.6",,
"USW00013985","1954","12.04","5.3","71.0",,
"USW00013985","1955","17.44","6.6","68.0",,
"USW00013985","1956","9.98","20.2","69.8",,
"USW00013985","1957","25.50","32.0","64.9",,
"USW00013985","1958","22.24","28.9","65.2",,
"USW00013985","1959","20.11","14.8","66.7",,
"USW00013985","1960","20.15","32.6","65.2",,
"USW00013985","1961","21.37","9.7","65.8",,
"USW00013985","1962","28.00","8.9","67.3",,
"USW00013985","1963","12.97","7.8","70.4",,
"USW00013985","1964","21.26","14.3","68.8",,
"USW00013985","1965","24.96","19.8","67.7","   190560",
"USW00013985","1966","14.14","14.2","66.8","   200436",
"USW00013985","1967","21.31","8.7","67.6","   192792",
"USW00013985","1968","27.81","6.9","67.1","   200862",
"USW00013985","1969","18.80","28.7","66.0","   167580",
"USW00013985","1970","12.30","27.5","68.3","   193944",
"USW00013985","1971","25.30","31.0","66.4","   188604",
"USW00013985","1972","31.04","13.4","66.0","   179610",
"USW00013985","1973","32.46","27.9","65.9","   183642","71.4"
"USW00013985","1974","19.87","7.6","69.0","   190458","67.8"
"USW00013985","1975","18.86","16.5","67.8","   200298","73.6"
"USW00013985","1976","16.81","14.4","69.7","   200664","71.4"
"USW00013985","1977","22.13","9.3","70.6","   195672",
"USW00013985","1978","20.79","33.2","66.2","   178920","62.2"
"USW00013985","1979","23.67","23.8","64.8","   181716","60.8"
"USW00013985","1980","19.81","36.3","68.9","   184902","64.4"
"USW00013985","1981","25.12","11.3","69.7","   179544","60.8"
"USW00013985","1982","19.55","23.2","66.6","   167232","68.9"
"USW00013985","1983","24.41","34.5","65.7","   171270","57.5"
"USW00013985","1984","19.00","21.8","67.6","   176830","57.5"
"USW00013985","1985","22.52","26.6","65.9","   168551","67.8"
"USW00013985","1986","20.30","8.4","69.5","   185909","68.9"
"USW00013985","1987","23.67","34.6","67.5","   179108",
"USW00013985","1988","14.96","16.3","69.1","   199998","56.4"
"USW00013985","1989","20.97","13.8","67.0","   203982","203.6"
"USW00013985","1990","20.91","27.8","68.7",,
"USW00013985","1991","12.74","12.2","69.9","   192779","81.6"
"USW00013985","1992","21.67","25.4","66.1",,
"USW00013985","1993","26.81","39.6","63.8",,
"USW00013985","1994","19.14","4.3","68.7","   203935",
"USW00013985","1995","19.67","31.4","67.6","   183203",
"USW00013985","1996","32.46","10.5","67.3","   190659",
"USW00013985","1997","29.78","29.0","65.9","   182998",
"USW00013985","1998","21.81","22.3","69.1","   184166",
"USW00013985","1999","21.19","31.7","69.5","   186833",
"USW00013985","2000","21.93","14.1","69.0","   182439",
"USW00013985","2001","18.32","29.6","69.3","   186122",
"USW00013985","2002","14.53","18.9","68.8","    21304",
"USW00013985","2003","22.85","22.0","68.2",,
"USW00013985","2004","24.48","18.7","68.5",,
"USW00013985","2005","20.56","15.7","69.9",,
"USW00013985","2006","21.14","9.3","71.3","   196314",
"USW00013985","2007","19.17","34.1","68.0","   182450",
"USW00013985","2008","18.31","5.7","68.5","   186702",
"USW00013985","2009","25.53","19.2","67.8",,
"USW00013985","2010","25.33","19.1","68.9",,
"USW00013985","2011","10.32","16.5","70.7",,
"USW00013985","2012","18.10","8.1","72.3",,
"USW00013985","2013","20.73","30.4","68.2",,
"USW00013985","2014","23.21","26.7","67.5",,
"USW00013985","2015","28.35","24.7","69.4",,
"USW00013985","2016","23.43","3.5","70.9",,
"USW00013985","2017","25.59","5.2","70.8",,
"USW00013985","2018","28.00","9.2","69.8",,
"USW00013985","2019","22.91","19.9","68.0",,
"USW00013985","2020","22.76","20.8","70.1",,
"USW00013985","2021","19.84","9.7","70.6",,
"USW00013985","2022","11.83","22.6","71.3",,
"USW00013985","2023","24.12","16.4","70.6",,
"USW00013985","2024",,,,,
"USW00003816","1949",,,,,
"USW00003816","1950","70.60","5.1","66.4",,
"USW00003816","1951","55.26","14.8","67.4",,
"USW00003816","1952","41.61","3.0","69.7",,
"USW00003816","1953","35.39","0.0","70.5",,
"USW00003816","1954","39.76","3.5","70.2",,
"USW00003816","1955","38.14","1.1","68.6",,
"USW00003816","1956","37.26","5.5","69.0",,
"USW00003816","1957","65.85","0.0","67.4",,
"USW00003816","1958","51.05","11.9","65.6",,
"USW00003816","1959","42.65","2.8","67.6",,
"USW00003816","1960","42.53","37.7","65.7",,
"USW00003816","1961","57.47","5.6","66.0",,
"USW00003816","1962","50.21","3.0","66.8",,
"USW00003816","1963","28.22","7.5","67.3",,
"USW00003816","1964","46.07","3.0","68.7",,
"USW00003816","1965","49.42","16.9","68.2",,
"USW00003816","1966","49.94","8.0","66.0",,
"USW00003816","1967","44.02","15.9","66.7",,
"USW00003816","1968","45.85","12.5","66.0",,
"USW00003816","1969","45.13","17.6","66.3",,
"USW00003816","1970","43.88","12.8","66.5",,
"USW00003816","1971","42.11","14.6","67.8",,
"USW00003816","1972","55.91","2.0","66.4",,
"USW00003816","1973","62.50","5.4","67.9",,
"USW00003816","1974","39.21","0.9","67.3",,
"USW00003816","1975","54.08","11.0","67.0",,
"USW00003816","1976","39.42","3.5","67.1",,
"USW00003816","1977","49.10","12.4","67.8",,
"USW00003816","1978","52.52","35.6","66.0",,
"USW00003816","1979","65.54","24.4","65.1",,
"USW00003816","1980","36.76","14.9","68.0",,
"USW00003816","1981","45.99","7.5","67.5",,
"USW00003816","1982","55.11","9.2","67.6",,
"USW00003816","1983","62.60","3.3","66.9",,
"USW00003816","1984","65.11","22.6","67.2",,
"USW00003816","1985","53.91","23.6","66.1","   155223","59.7"
"USW00003816","1986","46.16","8.9","69.2","   154937","56.4"
"USW00003816","1987","36.37","8.8","70.9","   160009","58.6"
"USW00003816","1988","42.98","9.4","69.3","   173143","54.1"
"USW00003816","1989","57.46","5.4","67.1","   155047","54.1"
"USW00003816","1990","56.63","5.2","71.0","   155980","51.7"
"USW00003816","1991","39.46","0.2","70.5","   142415","51.7"
"USW00003816","1992","40.87","3.0","69.0","   152302","56.4"
"USW00003816","1993","47.31","19.0","68.1","   137130",
"USW00003816","1994","38.52","15.8","68.6","   141892","64.4"
"USW00003816","1995","38.65","4.6","68.5","   184176",
"USW00003816","1996","56.80",,"65.9","   158509",
"USW00003816","1997","50.72",,"65.9",,
"USW00003816","1998","56.00","1.6","69.9","   162620",
"USW00003816","1999","41.11","2.2","70.4","   177454",
"USW00003816","2000","48.48","10.0","68.0",,
"USW00003816","2001","55.63","1.7","68.9","   154870",
"USW00003816","2002","54.33","13.9","69.0",,
"USW00003816","2003","47.83","18.0","67.0",,
"USW00003816","2004","40.65","16.9","68.2",,
"USW00003816","2005","37.47","0.9","69.2",,
"USW00003816","2006","67.13","8.1","69.3",,
"USW00003816","2007","43.33","2.7","70.5","   199172",
"USW00003816","2008","53.71","6.0","67.9",,
"USW00003816","2009","55.61","2.9","67.4",,
"USW00003816","2010","36.70","15.9","68.9",,
"USW00003816","2011","74.86","13.6","68.7",,
"USW00003816","2012","30.07","6.1","72.5",,
"USW00003816","2013","60.32","6.4","66.9",,
"USW00003816","2014","46.84","16.3","67.2",,
"USW00003816","2015","59.21","25.6","69.1",,
"USW00003816","2016","52.52","12.1","70.9",,
"USW00003816","2017","46.44","1.2","70.9",,
"USW00003816","2018","60.65","16.0","69.1",,
"USW00003816","2019","70.30","5.0","69.7",,
"USW00003816","2020","58.31","0.0","69.5",,
"USW00003816","2021","49.40","14.1","69.7",,
"USW00003816","2022","45.12","12.4","69.9",,
"USW00003816","2023","55.85","1.8","71.7",,
"USW00003816","2024",,,,,
"USW00093058","1954",,,,,
"USW00093058","1955","14.81","12.3","67.9",,
"USW00093058","1956","6.69","38.7","68.6",,
"USW00093058","1957","23.12","37.0","66.4",,
"USW00093058","1958","9.70","18.8","68.2",,
"USW00093058","1959","13.76","53.1","67.3",,
"USW00093058","1960","12.56","44.4","66.0",,
"USW00093058","1961","14.39","34.5","65.8",,
"USW00093058","1962","8.41","36.5","68.8",,
"USW00093058","1963","6.52","18.9","70.0",,
"USW00093058","1964","8.31","24.4","68.6",,
"USW00093058","1965","12.56","30.8","69.0","   201684",
"USW00093058","1966","6.29","17.7","69.1","   208386",
"USW00093058","1967","13.12","23.0","66.8","   200880",
"USW00093058","1968","10.95","34.5","67.3","   206364",
"USW00093058","1969","11.68","27.0","69.0","   184800",
"USW00093058","1970","9.28","30.5","71.3","   195138",
"USW00093058","1971","8.29","41.7","69.0","   211080",
"USW00093058","1972","11.96","58.0","67.7","   202920",
"USW00093058","1973","13.22","26.0","67.6","   203982",
"USW00093058","1974","9.70","20.9","69.1","   220854",
"USW00093058","1975","9.92","21.9","68.6","   231918","77.0"
"USW00093058","1976","11.15","24.6","67.9","   233172","68.9"
"USW00093058","1977","9.88","6.9","71.3","   229194","86.3"
"USW00093058","1978","8.45","26.8","66.2","   225726","66.7"
"USW00093058","1979","16.07","33.8","66.8","   228102","70.2"
"USW00093058","1980","11.61","35.2","69.6","   212520","66.7"
"USW00093058","1981","7.61","16.7","72.4","   201174","62.2"
"USW00093058","1982","15.46","21.4","68.1",,
"USW00093058","1983","12.78","33.6","67.0","   194724","71.4"
"USW00093058","1984","16.15","41.8","67.7","   195248","63.3"
"USW00093058","1985","13.65","51.7","65.9","   203215","64.4"
"USW00093058","1986","10.80","22.4","70.5","   204138","71.4"
"USW00093058","1987","10.84","39.1","68.8","   195552","71.4"
"USW00093058","1988","11.41","57.6","69.0","   211176","73.6"
"USW00093058","1989","8.37","33.1","68.9","   205254","59.7"
"USW00093058","1990","17.92","72.4","68.9","   191709","68.9"
"USW00093058","1991","14.28","61.0","68.9","   199777","63.3"
"USW00093058","1992","12.58","18.5","68.5",,"63.3"
"USW00093058","1993","14.19","33.6","65.9",,
"USW00093058","1994","15.42","50.2","69.5","   212850",
"USW00093058","1995","15.45","41.3","68.2","   187211",
"USW00093058","1996","13.05","28.5","69.3","   202236",
"USW00093058","1997","14.34","45.7","66.6","   213075",
"USW00093058","1998","11.99","23.5","69.0","   205133",
"USW00093058","1999","13.88","16.7","71.5","   200170",
"USW00093058","2000","12.29","18.3","70.5","   198643",
"USW00093058","2001","11.67","32.2","69.2","   210664",
"USW00093058","2002","3.94","18.2","70.2",,
"USW00093058","2003","10.93","14.1","71.1",,
"USW00093058","2004","14.07","27.8","69.2",,
"USW00093058","2005","11.15","15.4","70.3",,
"USW00093058","2006","13.89","27.5","69.8",,
"USW00093058","2007","12.96","25.1","68.6",,
"USW00093058","2008","10.41","19.8","69.0",,
"USW00093058","2009","15.85","18.1","68.6",,
"USW00093058","2010","11.62","29.8","69.6",,
"USW00093058","2011","9.25","38.7","69.1",,
"USW00093058","2012","5.02","16.1","72.0",,
"USW00093058","2013","9.72","25.0","68.4",,
"USW00093058","2014","11.85","36.6","68.5",,
"USW00093058","2015","16.70","41.7","70.4",,
"USW00093058","2016","11.93","23.9","72.7",,
"USW00093058","2017","16.01","25.9","71.0",,
"USW00093058","2018","7.73","18.1","71.4",,
"USW00093058","2019","13.11","31.3","69.7",,
"USW00093058","2020","5.37","28.9","72.1",,
"USW00093058","2021","15.42","25.2","70.8",,
"USW00093058","2022","9.43","30.2","70.6",,
"USW00093058","2023","13.43","24.6","70.4",,
"USW00093058","2024",,,,,
"USW00013984","1886","28.27",,"62.5",,
"USW00013984","1887","25.28",,"63.7",,
"USW00013984","1888","23.24",,"63.5",,
"USW00013984","1889","34.48",,"63.7",,
"USW00013984","1890","17.67",,"65.2",,
"USW00013984","1891","34.48",,"63.6",,
"USW00013984","1892","28.18",,"63.0",,
"USW00013984","1893","21.47","9.8","65.4",,
"USW00013984","1894","27.36","13.9","67.0",,
"USW00013984","1895","17.18","14.0","65.1",,
"USW00013984","1896","33.33","13.8","65.6",,
"USW00013984","1897","31.47","24.6","65.3",,
"USW00013984","1898","20.33","25.6","64.3",,
"USW00013984","1899","30.72","27.6","64.2",,
"USW00013984","1900","25.54","10.7","66.1",,
"USW00013984","1901","18.25","29.4","65.4",,
"USW00013984","1902","35.23","16.8","62.8",,
"USW00013984","1903","38.20","15.7","62.3",,
"USW00013984","1904","33.84","7.9","63.6",,
"USW00013984","1905","31.70","20.7","63.0",,
"USW00013984","1906","19.91","21.9","64.0",,
"USW00013984","1907","24.05","22.8","64.3",,
"USW00013984","1908","41.87","2.1","65.5",,
"USW00013984","1909","32.58","23.9","63.6",,
"USW00013984","1910","22.75","6.7","65.4",,
"USW00013984","1911","24.40","12.7","65.3",,
"USW00013984","1912","23.87","34.7","63.0",,
"USW00013984","1913","24.00","24.1","66.8",,
"USW00013984","1914","18.39","18.7","66.6",,
"USW00013984","1915","37.53","37.9","62.1",,
"USW00013984","1916","20.04","33.0","63.5",,
"USW00013984","1917","15.28","8.5","63.8",,
"USW00013984","1918","24.32","25.7","65.4",,
"USW00013984","1919","26.29","18.8","62.9",,
"USW00013984","1920","24.49","17.9","64.5",,
"USW00013984","1921","19.02","2.4","68.4",,
"USW00013984","1922","23.31","8.4","66.1",,
"USW00013984","1923","30.44","8.3","64.3",,
"USW00013984","1924","17.72","37.4","62.9",,
"USW00013984","1925","21.78","10.9","65.2",,
"USW00013984","1926","20.01","21.1","64.5",,
"USW00013984","1927","30.05","11.4","63.1",,
"USW00013984","1928","28.87","9.2","65.1",,
"USW00013984","1929","26.20","20.9","61.6",,
"USW00013984","1930","24.99","11.0","65.3",,
"USW00013984","1931","26.57","13.9","67.4",,
"USW00013984","1932","27.24","28.2","63.0",,
"USW00013984","1933","20.02","6.2","68.1",,
"USW00013984","1934","15.30","12.3","69.2",,
"USW00013984","1935","33.55","8.0","64.3",,
"USW00013984","1936","16.05","11.6","66.2",,
"USW00013984","1937","18.49","12.6","63.6",,
"USW00013984","1938","27.29","10.2","67.7",,
"USW00013984","1939","19.91","27.8","68.3",,
"USW00013984","1940","18.24","33.7","63.0",,
"USW00013984","1941","30.45","38.9","64.6",,
"USW00013984","1942","28.33","32.9","63.6",,
"USW00013984","1943","24.09","18.0","65.0",,
"USW00013984","1944","36.82","53.2","63.5",,
"USW00013984","1945","28.71","36.0","63.8",,
"USW00013984","1946","32.70","3.8","67.4",,
"USW00013984","1947","23.91","38.8","64.2",,
"USW00013984","1948","26.15","40.9","63.4",,
"USW00013984","1962",,,,,
"USW00013984","1963","23.26","14.1","66.5",,
"USW00013984","1964","28.62","11.1","66.1",,
"USW00013984","1965","33.24","27.3","64.7","   169098",
"USW00013984","1966","15.17","20.6","65.3","   182532",
"USW00013984","1967","38.27","12.3","63.8","   174174",
"USW00013984","1968","30.02","13.9","64.1","   178734",
"USW00013984","1969","29.55","31.7","61.9","   146430",
"USW00013984","1970","28.57","17.2","65.3","   178122",
"USW00013984","1971","35.29","50.7","63.4","   191790",
"USW00013984","1972","32.73","21.3","62.8","   183636",
"USW00013984","1973","44.43","23.2","63.4","   184680",
"USW00013984","1974","15.85","15.6","65.3","   210414",
"USW00013984","1975","25.13","38.9","64.0","   206868","74.7"
"USW00013984","1976","17.45","15.6","66.3","   221316","63.3"
"USW00013984","1977","35.28","12.1","65.6","   202170","55.3"
"USW00013984","1978","30.38","28.2","62.4","   203208","54.1"
"USW00013984","1979","26.58","26.6","63.0","   204972","52.8"
"USW00013984","1980","19.46","23.7","66.0","   184986","66.7"
"USW00013984","1981","33.70","9.7","66.1","   178776","62.2"
"USW00013984","1982","37.01","19.2","62.0","   163632","72.5"
"USW00013984","1983","25.61","56.3","61.1","   149790","55.3"
"USW00013984","1984","28.74","12.8","63.8","   164838",
"USW00013984","1985","25.77","35.3","61.4",,
"USW00013984","1986","40.20","10.4","66.1","   175171","64.4"
"USW00013984","1987","34.14","27.5","67.1","   183161","72.5"
"USW00013984","1988","14.56","17.9","67.2","   186659","54.1"
"USW00013984","1989","24.83","12.2","65.1","   189042","60.8"
"USW00013984","1990","25.68","15.6","67.0","   182440","62.2"
"USW00013984","1991","19.96","20.3","67.3",,"55.3"
"USW00013984","1992","41.55",,"63.7",,
"USW00013984","1993","44.82","26.4","60.5",,
"USW00013984","1994","19.18",,"64.9",,
"USW00013984","1995","27.27",,"63.8","   168531",
"USW00013984","1996","28.35",,"63.1",,
"USW00013984","1997","26.66",,"63.7",,
"USW00013984","1998","32.93",,"65.6",,
"USW00013984","1999","25.48",,"66.4",,
"USW00013984","2000","18.15",,"66.7",,
"USW00013984","2001","27.22",,"65.8",,
"USW00013984","2002","18.02",,"66.5",,
"USW00013984","2003","24.18",,"65.7",,
"USW00013984","2004","24.57",,"65.3",,
"USW00013984","2005","26.80",,"66.4",,
"USW00013984","2006","23.96","9.3","68.1",,
"USW00013984","2007","29.65","29.6","64.9",,
"USW00013984","2008","33.43","16.1","62.9",,
"USW00013984","2009","26.81","30.0","63.8",,
"USW00013984","2010","32.09","10.3","64.6",,
"USW00013984","2011","31.04","24.1","65.5",,
"USW00013984","2012","24.02","14.3","70.0",,
"USW00013984","2013","27.20","26.6","64.0",,
"USW00013984","2014","27.23","23.0","64.4",,
"USW00013984","2015","29.38","6.9","66.9",,
"USW00013984","2016","30.04","14.5","68.0",,
"USW00013984","2017","36.80","3.9","67.0",,
"USW00013984","2018","33.87","25.7","64.7",,
"USW00013984","2019","34.82","38.0","64.3",,
"USW00013984","2020","26.15","7.2","68.1",,
"USW00013984","2021","23.07","17.5","67.7",,
"USW00013984","2022","21.12",,"68.4",,
"USW00013984","2023","24.64",,"69.7",,
"USW00013984","2024",,,,,
"USW00003103","1894",,,"63.5",,
"USW00003103","1896",,,,,
"USW00003103","1898",,,,,
"USW00003103","1925","19.08",,"60.2",,
"USW00003103","1926",,,"61.0",,
"USW00003103","1927",,,"60.2",,
"USW00003103","1928","14.89",,"61.0",,
"USW00003103","1929",,,"60.5",,
"USW00003103","1930",,"60.6","59.7",,
"USW00003103","1931","20.35","57.1","60.4",,
"USW00003103","1932","21.98",,"60.0",,
"USW00003103","1933","15.60",,"60.7",,
"USW00003103","1934","14.80",,"64.4",,
"USW00003103","1935","16.72","45.9","60.1",,
"USW00003103","1936",,,"61.9",,
"USW00003103","1937",,,"61.2",,
"USW00003103","1938",,,"61.1",,
"USW00003103","1939","12.91",,"61.8",,
"USW00003103","1942","9.92",,,,
"USW00003103","1950",,,,,
"USW00003103","1951","25.79","97.8","60.1",,
"USW00003103","1952","20.06","116.8","59.4",,
"USW00003103","1953","12.81","31.1","61.4",,
"USW00003103","1954","19.56","84.3","62.4",,
"USW00003103","1955","17.96","74.1","59.8",,
"USW00003103","1956","10.37","39.7","62.1",,
"USW00003103","1957","24.59","54.6","59.7",,
"USW00003103","1958","21.25","74.4","61.6",,
"USW00003103","1959","21.47","63.7","61.6",,
"USW00003103","1960","16.62","60.5","61.0",,
"USW00003103","1961","18.95","97.1","60.7",,
"USW00003103","1962","18.01","84.9","61.3",,
"USW00003103","1963","14.56","56.1","61.9",,
"USW00003103","1964","19.07","102.0","59.4",,
"USW00003103","1965","36.61","184.4","59.2",,
"USW00003103","1966","20.29","62.5","61.5",,
"USW00003103","1967","22.28","129.5","60.9",,
"USW00003103","1968","16.54","91.1","59.9",,
"USW00003103","1969","23.41","112.1","58.5",,
"USW00003103","1970","24.03","113.2","61.2",,"50.6"
"USW00003103","1971","21.03","78.6","58.9",,"62.2"
"USW00003103","1972","24.68","65.8","59.9",,"48.3"
"USW00003103","1973","19.72","168.1","60.0","   199638",
"USW00003103","1974","17.43","88.6","62.6","   223164",
"USW00003103","1975","20.13","145.0","60.0","   216822",
"USW00003103","1976","20.15","97.2","62.7","   219900",
"USW00003103","1977","18.79","69.2","63.9",,"52.8"
"USW00003103","1978","30.73","143.9","61.1",,"68.9"
"USW00003103","1979","19.70","135.9","58.6",,"46.1"
"USW00003103","1980","29.31","164.2","61.7",,
"USW00003103","1981","23.41",,"63.2",,
"USW00003103","1982","31.09","145.9","59.2",,
"USW00003103","1983","29.50","113.1","60.4","   181290",
"USW00003103","1984","20.10","50.7","61.4",,
"USW00003103","1985","26.69","140.6","61.0",,
"USW00003103","1986","32.41","77.9","61.6",,
"USW00003103","1987","24.01","125.6","61.0",,
"USW00003103","1988","21.72","111.8","62.5","   217536",
"USW00003103","1989","14.45","64.0","64.4","   236737",
"USW00003103","1990","25.68","132.2","62.2","   222884",
"USW00003103","1991","21.84","165.4","62.1","   196278",
"USW00003103","1992","34.72","133.9","61.6","   218872",
"USW00003103","1993","35.62","141.7","62.3",,
"USW00003103","1994",,,,,
"USW00003103","1995","17.76","80.3","61.5",,
"USW00003103","1996","11.23",,,,
"USW00003103","1997","15.64",,"60.2",,
"USW00003103","1998","27.33",,"58.4",,
"USW00003103","1999","15.76",,"62.0",,
"USW00003103","2000","15.41",,"62.8",,
"USW00003103","2001","17.57",,"62.1",,
"USW00003103","2002","12.89",,"63.0",,
"USW00003103","2003","17.88",,"62.4",,
"USW00003103","2004","23.66",,"59.8",,
"USW00003103","2005","24.04","92.6","61.0",,
"USW00003103","2006","15.61","54.8","61.7",,
"USW00003103","2007","17.48","65.8","62.4",,
"USW00003103","2008","18.86","115.7","61.9",,
"USW00003103","2009","11.67","77.8","61.7",,
"USW00003103","2010","27.91","145.5","60.4",,
"USW00003103","2011","20.70","95.9",,,
"USW00003103","2012","14.90","86.8","63.3",,
